Station ID,Charger Type,Cost (USD/kWh),Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency,city,activity_status
EVS03146,AC Level 1,0.12,24/7,18.6,39,ChargePoint,150,"Type 2, Tesla",2022,Yes,4.5,4,Annually,Los Angeles,low
EVS03199,DC Fast Charger,0.48,24/7,12.17,22,ChargePoint,350,"CHAdeMO, Type 2",2011,Yes,4.0,4,Monthly,São Paulo,low
EVS03246,DC Fast Charger,0.22,9:00-18:00,12.58,11,Tesla,50,"Type 2, Tesla",2010,No,4.2,7,Monthly,Mexico City,low
EVS03252,AC Level 1,0.49,9:00-18:00,14.15,25,Tesla,50,"Tesla, CHAdeMO",2010,Yes,3.4,1,Annually,San Francisco,low
EVS03630,AC Level 1,0.19,24/7,1.53,82,Ionity,150,CHAdeMO,2015,No,4.3,2,Monthly,Toronto,high
EVS04068,AC Level 1,0.27,6:00-22:00,19.22,24,Tesla,150,Type 2,2016,No,3.5,9,Quarterly,Los Angeles,low
EVS04113,AC Level 2,0.37,6:00-22:00,1.56,86,Tesla,350,Tesla,2017,No,3.2,7,Monthly,São Paulo,high
EVS04172,AC Level 2,0.15,24/7,5.76,37,ChargePoint,150,"Tesla, Type 2",2014,Yes,4.8,10,Annually,Bangkok,low
EVS04566,AC Level 1,0.47,9:00-18:00,5.87,75,EVgo,22,CCS,2013,Yes,3.0,6,Monthly,Cape Town,high
EVS04672,AC Level 2,0.49,9:00-18:00,0.89,62,Greenlots,150,"CCS, Tesla",2011,No,4.7,1,Quarterly,Sydney,high
EVS00434,AC Level 1,0.45,9:00-18:00,9.95,51,Ionity,22,"Tesla, CCS",2019,No,3.9,5,Annually,Sydney,high
EVS00692,DC Fast Charger,0.11,6:00-22:00,6.75,31,Tesla,22,"CHAdeMO, Type 2",2023,Yes,4.9,5,Quarterly,San Francisco,low
EVS00749,AC Level 2,0.13,24/7,10.78,88,ChargePoint,50,CCS,2023,No,4.5,4,Quarterly,Bangkok,high
EVS00758,AC Level 2,0.33,9:00-18:00,2.63,39,ChargePoint,50,"CHAdeMO, Type 2",2019,Yes,3.4,3,Monthly,Cape Town,low
EVS00786,AC Level 2,0.43,6:00-22:00,4.71,14,EVgo,22,"Tesla, CCS",2013,Yes,4.2,6,Quarterly,Seoul,low
EVS00875,AC Level 1,0.2,6:00-22:00,9.2,18,EVgo,50,"Tesla, Type 2",2015,Yes,3.2,2,Annually,Berlin,low
EVS01080,AC Level 1,0.25,6:00-22:00,4.06,80,Greenlots,350,CCS,2023,Yes,3.2,9,Monthly,Berlin,high
EVS01174,AC Level 2,0.48,9:00-18:00,4.18,28,ChargePoint,50,"CHAdeMO, Type 2",2018,Yes,3.1,2,Annually,Chicago,low
EVS01822,AC Level 1,0.39,9:00-18:00,4.98,88,Greenlots,350,Tesla,2011,No,4.1,1,Annually,Mexico City,high
EVS01836,AC Level 1,0.17,24/7,15.59,19,EVgo,150,Type 2,2023,Yes,3.3,4,Annually,Dubai,low
EVS02026,DC Fast Charger,0.45,24/7,6.61,15,EVgo,350,Type 2,2022,Yes,4.8,5,Monthly,Chicago,low
EVS02205,DC Fast Charger,0.16,6:00-22:00,17.5,64,ChargePoint,22,"CCS, Tesla",2012,No,4.5,9,Annually,Los Angeles,high
EVS02832,AC Level 2,0.38,24/7,19.12,99,Tesla,150,Type 2,2015,Yes,3.1,10,Quarterly,Berlin,high
EVS02878,AC Level 2,0.22,9:00-18:00,8.32,81,Ionity,50,Tesla,2016,Yes,4.6,4,Annually,Bangkok,high
EVS03740,AC Level 1,0.15,6:00-22:00,9.08,89,Tesla,22,"Tesla, CHAdeMO",2022,Yes,3.2,8,Quarterly,Bangkok,high
EVS03878,AC Level 2,0.3,24/7,12.6,82,Ionity,50,Type 2,2017,No,3.4,2,Quarterly,Bangkok,high
EVS03970,AC Level 1,0.29,9:00-18:00,14.81,85,EVgo,350,CCS,2012,No,4.7,9,Monthly,Berlin,high
EVS04227,DC Fast Charger,0.37,9:00-18:00,7.49,76,ChargePoint,50,"CCS, Tesla",2012,No,4.1,1,Monthly,Moscow,high
EVS00047,AC Level 1,0.35,24/7,19.4,68,Ionity,50,"CCS, Tesla",2021,Yes,3.0,9,Quarterly,Mumbai,high
EVS00114,AC Level 2,0.39,6:00-22:00,18.54,19,ChargePoint,50,"Tesla, Type 2",2022,Yes,3.5,9,Quarterly,Mumbai,low
EVS00116,AC Level 2,0.3,6:00-22:00,1.96,57,ChargePoint,50,Tesla,2017,Yes,4.9,1,Annually,Chicago,high
EVS00229,AC Level 2,0.35,24/7,15.25,49,Tesla,22,CHAdeMO,2020,Yes,3.6,2,Monthly,Mexico City,low
EVS00913,AC Level 1,0.15,24/7,15.97,16,EVgo,350,"Type 2, CHAdeMO",2022,Yes,4.5,5,Annually,Los Angeles,low
EVS00957,AC Level 2,0.47,9:00-18:00,14.29,99,Tesla,350,"CCS, Type 2",2020,No,5.0,8,Quarterly,San Francisco,high
EVS01129,DC Fast Charger,0.39,9:00-18:00,19.79,71,ChargePoint,350,"CHAdeMO, Type 2",2015,Yes,4.9,3,Annually,Chicago,high
EVS01715,AC Level 1,0.39,6:00-22:00,14.75,52,Tesla,150,Type 2,2013,No,3.5,6,Monthly,Los Angeles,high
EVS01806,AC Level 2,0.24,6:00-22:00,19.95,22,Tesla,50,"CCS, Tesla",2015,No,3.4,2,Quarterly,Mumbai,low
EVS02340,AC Level 1,0.1,24/7,11.89,26,Tesla,22,CCS,2012,Yes,3.5,1,Quarterly,Mexico City,low
EVS02415,DC Fast Charger,0.39,9:00-18:00,16.46,48,Ionity,50,Type 2,2015,No,4.0,5,Monthly,Beijing,low
EVS02885,AC Level 1,0.48,9:00-18:00,19.79,17,ChargePoint,22,CHAdeMO,2015,No,4.4,6,Annually,Mexico City,low
EVS03097,AC Level 2,0.41,9:00-18:00,8.51,14,ChargePoint,22,Tesla,2013,Yes,4.2,10,Monthly,Los Angeles,low
EVS03403,AC Level 2,0.36,24/7,1.38,87,EVgo,150,"CHAdeMO, CCS",2016,Yes,4.9,10,Quarterly,Cape Town,high
EVS03532,AC Level 1,0.27,24/7,17.51,63,Ionity,350,CCS,2019,No,3.7,5,Quarterly,São Paulo,high
EVS03544,AC Level 1,0.42,6:00-22:00,5.02,24,Ionity,50,"CHAdeMO, Tesla",2014,No,3.3,10,Monthly,Cape Town,low
EVS03554,AC Level 2,0.44,9:00-18:00,10.2,21,EVgo,22,Tesla,2010,Yes,4.1,6,Monthly,Chicago,low
EVS03603,AC Level 1,0.31,6:00-22:00,13.86,89,Greenlots,50,Type 2,2023,Yes,3.2,3,Quarterly,Toronto,high
EVS03718,DC Fast Charger,0.22,6:00-22:00,9.66,36,Greenlots,50,"CHAdeMO, Type 2",2018,Yes,4.3,5,Quarterly,Bangkok,low
EVS03784,AC Level 1,0.27,6:00-22:00,1.29,54,ChargePoint,350,Type 2,2010,Yes,4.6,3,Monthly,Mexico City,high
EVS03885,AC Level 1,0.34,24/7,11.8,69,Tesla,22,Type 2,2023,No,4.4,10,Monthly,San Francisco,high
EVS04454,AC Level 1,0.4,24/7,15.87,16,Greenlots,22,"CHAdeMO, Tesla",2012,No,3.1,7,Monthly,Mumbai,low
EVS04592,AC Level 1,0.12,6:00-22:00,13.98,24,Ionity,22,"Tesla, CCS",2021,Yes,3.4,10,Quarterly,Seoul,low
EVS04617,AC Level 1,0.34,24/7,10.61,77,Tesla,22,Tesla,2017,Yes,4.6,10,Monthly,São Paulo,high
EVS04629,DC Fast Charger,0.5,9:00-18:00,12.36,15,ChargePoint,350,Type 2,2022,No,3.4,7,Annually,Sydney,low
EVS04799,AC Level 1,0.16,6:00-22:00,13.52,73,Ionity,50,"CHAdeMO, Type 2",2019,No,3.4,6,Monthly,São Paulo,high
EVS04866,AC Level 2,0.21,6:00-22:00,14.91,69,Ionity,350,"Type 2, CCS",2023,No,4.8,10,Monthly,Sydney,high
EVS04888,DC Fast Charger,0.33,9:00-18:00,16.79,81,ChargePoint,350,"Type 2, CHAdeMO",2020,Yes,3.9,7,Annually,Moscow,high
EVS00272,DC Fast Charger,0.17,9:00-18:00,10.65,57,Ionity,22,"CHAdeMO, Type 2",2017,Yes,4.7,2,Monthly,Chicago,high
EVS00285,AC Level 2,0.11,9:00-18:00,12.25,72,ChargePoint,22,"CCS, CHAdeMO",2017,No,4.9,4,Quarterly,Chicago,high
EVS00499,DC Fast Charger,0.39,24/7,3.11,86,ChargePoint,22,"CCS, Type 2",2016,Yes,3.8,10,Monthly,Mexico City,high
EVS00517,DC Fast Charger,0.16,9:00-18:00,18.7,37,EVgo,50,CHAdeMO,2022,Yes,4.8,6,Quarterly,Dubai,low
EVS00797,AC Level 2,0.47,9:00-18:00,2.54,64,Ionity,150,Type 2,2013,No,3.8,4,Quarterly,Berlin,high
EVS00804,AC Level 2,0.15,6:00-22:00,19.25,50,ChargePoint,350,CHAdeMO,2023,Yes,4.5,9,Monthly,Berlin,high
EVS00876,DC Fast Charger,0.39,9:00-18:00,3.65,23,ChargePoint,22,"CHAdeMO, CCS",2016,No,4.9,1,Annually,Mexico City,low
EVS01004,AC Level 2,0.4,6:00-22:00,2.69,99,EVgo,22,"Type 2, Tesla",2015,No,4.1,10,Monthly,Berlin,high
EVS01293,AC Level 2,0.28,9:00-18:00,13.95,77,EVgo,22,Type 2,2018,Yes,4.5,8,Quarterly,Sydney,high
EVS01325,DC Fast Charger,0.42,24/7,3.48,81,Greenlots,22,Type 2,2012,Yes,3.7,5,Quarterly,Dubai,high
EVS01336,AC Level 2,0.27,9:00-18:00,15.26,15,Greenlots,22,Type 2,2022,Yes,4.5,6,Quarterly,Mexico City,low
EVS02194,AC Level 1,0.24,6:00-22:00,6.58,26,Tesla,22,Type 2,2011,Yes,4.3,10,Monthly,San Francisco,low
EVS02216,AC Level 1,0.11,9:00-18:00,17.5,52,Ionity,150,Tesla,2010,No,3.8,5,Monthly,Toronto,high
EVS02556,DC Fast Charger,0.11,24/7,3.59,24,EVgo,150,"CCS, Tesla",2010,No,3.3,10,Annually,San Francisco,low
EVS02585,AC Level 1,0.36,6:00-22:00,1.57,53,ChargePoint,50,CHAdeMO,2017,Yes,4.4,1,Monthly,Moscow,high
EVS02654,AC Level 2,0.3,24/7,4.94,68,Tesla,350,Type 2,2016,Yes,3.7,2,Quarterly,Bangkok,high
EVS02693,AC Level 2,0.36,9:00-18:00,19.72,64,Tesla,50,CHAdeMO,2016,Yes,4.4,4,Quarterly,Dubai,high
EVS02803,AC Level 2,0.15,6:00-22:00,5.13,40,EVgo,50,Type 2,2014,No,4.6,3,Quarterly,Mexico City,low
EVS03044,DC Fast Charger,0.43,9:00-18:00,11.76,17,Tesla,350,"CHAdeMO, CCS",2021,No,3.3,1,Quarterly,Seoul,low
EVS03359,AC Level 1,0.14,6:00-22:00,13.28,62,ChargePoint,50,Tesla,2012,Yes,4.4,7,Annually,Dubai,high
EVS03482,DC Fast Charger,0.34,6:00-22:00,15.71,93,EVgo,22,Tesla,2016,No,4.2,4,Quarterly,Los Angeles,high
EVS03528,AC Level 1,0.43,24/7,9.27,42,Ionity,22,"CCS, Tesla",2015,No,4.9,7,Annually,Mexico City,low
EVS03937,AC Level 2,0.13,6:00-22:00,12.55,10,Ionity,350,"CHAdeMO, Type 2",2014,No,3.1,9,Annually,San Francisco,low
EVS04145,AC Level 2,0.33,9:00-18:00,5.85,52,Greenlots,150,"CCS, Tesla",2016,No,3.7,2,Annually,São Paulo,high
EVS04228,AC Level 2,0.21,24/7,13.91,100,Greenlots,350,CCS,2018,No,3.8,3,Annually,Mumbai,high
EVS00213,DC Fast Charger,0.22,24/7,10.63,32,Ionity,22,"Type 2, Tesla",2018,Yes,4.7,1,Monthly,Chicago,low
EVS00514,AC Level 2,0.18,9:00-18:00,12.96,26,Tesla,150,"CHAdeMO, Type 2",2020,No,4.0,6,Monthly,Toronto,low
EVS00594,AC Level 1,0.26,6:00-22:00,18.78,65,Ionity,50,Type 2,2022,Yes,4.2,9,Monthly,Los Angeles,high
EVS00603,AC Level 2,0.29,6:00-22:00,19.58,30,Ionity,350,"CHAdeMO, CCS",2022,Yes,4.3,10,Monthly,Cape Town,low
EVS00714,AC Level 2,0.23,9:00-18:00,13.58,84,Tesla,50,"Tesla, CCS",2013,No,4.7,1,Monthly,Beijing,high
EVS00965,DC Fast Charger,0.24,9:00-18:00,1.36,58,Greenlots,350,CHAdeMO,2013,No,4.1,8,Monthly,Mexico City,high
EVS01096,AC Level 1,0.41,6:00-22:00,16.89,50,Tesla,22,Type 2,2017,No,3.5,7,Annually,Moscow,high
EVS01176,AC Level 1,0.22,9:00-18:00,8.45,48,Greenlots,50,"CHAdeMO, Tesla",2020,No,4.6,9,Quarterly,San Francisco,low
EVS01372,AC Level 2,0.29,24/7,7.84,96,Tesla,50,Tesla,2012,Yes,3.6,1,Monthly,Chicago,high
EVS01555,AC Level 1,0.19,6:00-22:00,0.5,45,ChargePoint,350,"Type 2, CCS",2021,Yes,5.0,7,Monthly,Beijing,low
EVS01650,DC Fast Charger,0.21,9:00-18:00,9.65,76,Tesla,150,Tesla,2011,Yes,3.1,5,Quarterly,Mumbai,high
EVS01950,DC Fast Charger,0.19,6:00-22:00,5.11,72,Tesla,22,Type 2,2018,Yes,4.1,3,Annually,San Francisco,high
EVS02033,DC Fast Charger,0.22,9:00-18:00,5.52,37,Ionity,50,CCS,2016,No,4.7,1,Quarterly,Berlin,low
EVS02304,AC Level 2,0.14,24/7,15.17,40,Tesla,22,CHAdeMO,2017,No,4.7,1,Quarterly,Bangkok,low
EVS02383,DC Fast Charger,0.15,6:00-22:00,12.91,11,EVgo,22,"CHAdeMO, Type 2",2018,Yes,4.6,3,Monthly,Cape Town,low
EVS02708,AC Level 2,0.37,6:00-22:00,13.95,84,Tesla,150,CCS,2019,Yes,4.6,7,Monthly,Toronto,high
EVS02776,DC Fast Charger,0.29,9:00-18:00,9.78,20,ChargePoint,22,"Tesla, Type 2",2017,No,4.1,3,Annually,Sydney,low
EVS02928,AC Level 2,0.36,24/7,12.02,81,Greenlots,22,Tesla,2022,Yes,4.8,5,Quarterly,Mexico City,high
EVS03070,AC Level 1,0.28,6:00-22:00,10.25,17,Ionity,22,"Tesla, CCS",2019,Yes,4.3,7,Monthly,Beijing,low
EVS03096,AC Level 1,0.33,24/7,7.42,29,Ionity,350,"Type 2, CHAdeMO",2022,Yes,4.2,7,Quarterly,Berlin,low
EVS03183,AC Level 1,0.16,9:00-18:00,15.38,31,EVgo,150,"Tesla, Type 2",2020,No,4.6,5,Quarterly,São Paulo,low
EVS03549,AC Level 1,0.47,6:00-22:00,7.84,14,Tesla,350,Type 2,2018,Yes,4.2,5,Annually,Beijing,low
EVS03907,AC Level 2,0.26,24/7,6.31,41,Greenlots,150,"Tesla, CHAdeMO",2018,Yes,3.2,6,Quarterly,Bangkok,low
EVS04205,AC Level 1,0.15,6:00-22:00,3.33,47,Greenlots,350,Type 2,2016,Yes,3.4,10,Quarterly,Mexico City,low
EVS04240,DC Fast Charger,0.36,24/7,1.29,13,EVgo,150,Tesla,2016,Yes,3.7,1,Quarterly,Cape Town,low
EVS04484,AC Level 2,0.36,6:00-22:00,2.77,91,Greenlots,22,CCS,2021,Yes,4.1,6,Annually,Mumbai,high
EVS04759,AC Level 1,0.35,6:00-22:00,1.2,88,ChargePoint,50,"Tesla, CHAdeMO",2016,Yes,3.8,7,Quarterly,San Francisco,high
EVS00100,AC Level 2,0.41,9:00-18:00,3.0,54,ChargePoint,150,Type 2,2018,No,4.8,10,Monthly,Seoul,high
EVS00112,AC Level 1,0.35,6:00-22:00,2.2,48,Greenlots,50,Tesla,2017,Yes,4.1,2,Quarterly,Chicago,low
EVS00393,AC Level 1,0.37,6:00-22:00,16.58,78,Greenlots,150,"CHAdeMO, Tesla",2012,No,3.3,10,Annually,Toronto,high
EVS00618,AC Level 1,0.34,24/7,11.78,21,Ionity,150,CHAdeMO,2013,No,3.2,5,Annually,Cape Town,low
EVS00708,AC Level 2,0.26,24/7,11.06,40,Tesla,50,"CHAdeMO, Tesla",2018,Yes,3.8,3,Monthly,Moscow,low
EVS00974,DC Fast Charger,0.17,9:00-18:00,2.42,26,Tesla,350,"CCS, Type 2",2019,No,3.2,10,Quarterly,San Francisco,low
EVS01288,AC Level 1,0.48,6:00-22:00,19.86,47,EVgo,50,Type 2,2017,Yes,4.3,3,Monthly,Mumbai,low
EVS01450,AC Level 2,0.27,6:00-22:00,3.01,29,Tesla,350,"Tesla, CHAdeMO",2021,Yes,4.2,9,Annually,Mumbai,low
EVS02000,AC Level 1,0.43,6:00-22:00,3.03,75,ChargePoint,150,Type 2,2017,No,4.6,8,Annually,Mexico City,high
EVS02252,AC Level 2,0.32,6:00-22:00,18.45,69,Ionity,350,Type 2,2023,Yes,4.6,6,Quarterly,San Francisco,high
EVS02496,AC Level 1,0.36,24/7,8.98,27,Greenlots,50,Tesla,2023,Yes,3.4,3,Annually,Chicago,low
EVS02746,DC Fast Charger,0.45,6:00-22:00,1.53,67,EVgo,150,CCS,2018,Yes,3.6,1,Annually,Los Angeles,high
EVS02890,DC Fast Charger,0.18,24/7,12.31,19,ChargePoint,350,CHAdeMO,2016,Yes,4.3,6,Monthly,Moscow,low
EVS02895,AC Level 2,0.42,6:00-22:00,19.57,46,ChargePoint,22,CHAdeMO,2013,No,3.9,7,Monthly,Los Angeles,low
EVS03104,AC Level 1,0.4,6:00-22:00,1.63,22,Tesla,50,"Type 2, CCS",2020,Yes,3.3,5,Quarterly,Bangkok,low
EVS03314,AC Level 1,0.37,24/7,14.97,13,Ionity,150,CCS,2012,Yes,4.3,8,Quarterly,Cape Town,low
EVS03614,DC Fast Charger,0.38,6:00-22:00,2.39,78,Ionity,22,Tesla,2011,Yes,4.6,3,Annually,Sydney,high
EVS03708,AC Level 1,0.12,24/7,5.89,63,EVgo,22,"Tesla, Type 2",2016,No,3.8,1,Annually,Chicago,high
EVS04320,DC Fast Charger,0.35,6:00-22:00,17.6,35,Ionity,350,CHAdeMO,2012,Yes,4.5,6,Quarterly,Moscow,low
EVS04713,AC Level 1,0.49,9:00-18:00,11.52,85,Tesla,50,Type 2,2010,Yes,3.3,9,Monthly,Chicago,high
EVS00276,AC Level 1,0.31,9:00-18:00,16.13,22,Tesla,22,"CCS, Type 2",2020,Yes,3.8,5,Annually,Mexico City,low
EVS00580,AC Level 2,0.18,6:00-22:00,6.81,49,Ionity,150,CCS,2016,Yes,3.6,8,Monthly,Chicago,low
EVS00606,AC Level 2,0.11,6:00-22:00,13.09,90,ChargePoint,50,"CCS, Type 2",2023,No,4.6,1,Monthly,Mexico City,high
EVS00910,AC Level 1,0.38,24/7,15.34,67,EVgo,22,Type 2,2021,No,4.5,5,Annually,Moscow,high
EVS01006,DC Fast Charger,0.26,24/7,2.57,18,Tesla,50,CCS,2013,Yes,4.3,3,Quarterly,Dubai,low
EVS01717,AC Level 1,0.12,24/7,16.3,65,Greenlots,150,Type 2,2010,No,4.2,4,Annually,Los Angeles,high
EVS01728,DC Fast Charger,0.22,6:00-22:00,2.94,52,Tesla,350,Type 2,2015,No,3.5,7,Monthly,Mumbai,high
EVS01858,DC Fast Charger,0.1,6:00-22:00,3.12,44,EVgo,350,CCS,2013,No,3.3,5,Monthly,Cape Town,low
EVS01989,AC Level 2,0.22,9:00-18:00,11.7,63,Tesla,350,Tesla,2015,No,4.3,3,Annually,Dubai,high
EVS02076,DC Fast Charger,0.45,9:00-18:00,19.69,84,ChargePoint,50,CHAdeMO,2021,Yes,4.1,8,Quarterly,Berlin,high
EVS02102,AC Level 2,0.1,24/7,13.04,62,Tesla,150,"Tesla, CCS",2021,Yes,3.7,6,Annually,Dubai,high
EVS02173,AC Level 2,0.38,24/7,11.37,31,Greenlots,50,Tesla,2022,No,4.5,3,Monthly,Cape Town,low
EVS02280,DC Fast Charger,0.21,9:00-18:00,10.3,26,Greenlots,150,CCS,2022,No,4.3,5,Annually,Toronto,low
EVS02632,AC Level 1,0.17,24/7,17.48,33,Greenlots,22,"Tesla, Type 2",2013,No,4.9,8,Quarterly,Bangkok,low
EVS02663,DC Fast Charger,0.46,24/7,11.22,93,ChargePoint,22,"CCS, Type 2",2018,Yes,4.4,5,Monthly,Seoul,high
EVS02799,AC Level 2,0.44,6:00-22:00,9.96,23,Tesla,50,Type 2,2015,No,3.6,4,Quarterly,Beijing,low
EVS02850,AC Level 1,0.18,24/7,15.09,35,ChargePoint,150,"Tesla, Type 2",2014,Yes,5.0,6,Quarterly,San Francisco,low
EVS02857,AC Level 2,0.3,24/7,11.1,35,Tesla,22,"Type 2, Tesla",2016,Yes,4.9,7,Quarterly,Cape Town,low
EVS02942,AC Level 2,0.32,24/7,10.25,75,Ionity,350,"Tesla, CCS",2022,Yes,4.4,10,Monthly,Beijing,high
EVS03046,AC Level 1,0.16,24/7,10.73,40,EVgo,150,CCS,2013,No,4.4,6,Annually,Toronto,low
EVS03060,AC Level 1,0.19,24/7,16.21,14,ChargePoint,150,"Tesla, CCS",2023,Yes,3.5,7,Quarterly,Dubai,low
EVS03265,AC Level 2,0.1,24/7,12.23,86,ChargePoint,22,"CCS, Type 2",2017,Yes,3.6,8,Monthly,Sydney,high
EVS03506,AC Level 1,0.43,9:00-18:00,5.01,53,Ionity,150,"CCS, CHAdeMO",2010,Yes,4.1,8,Quarterly,Beijing,high
EVS03752,AC Level 1,0.42,24/7,18.58,94,EVgo,50,"CHAdeMO, CCS",2017,No,4.0,7,Annually,Berlin,high
EVS03778,AC Level 2,0.44,6:00-22:00,4.27,93,Greenlots,50,"Tesla, CHAdeMO",2019,Yes,4.9,8,Annually,Mexico City,high
EVS03779,AC Level 2,0.13,6:00-22:00,11.0,73,Greenlots,22,"CHAdeMO, CCS",2016,Yes,4.7,9,Monthly,Sydney,high
EVS03798,DC Fast Charger,0.11,9:00-18:00,16.24,99,ChargePoint,22,"CCS, CHAdeMO",2011,No,3.9,7,Monthly,Bangkok,high
EVS04167,AC Level 2,0.18,6:00-22:00,12.78,55,Ionity,150,Type 2,2017,No,4.7,2,Quarterly,Berlin,high
EVS04220,DC Fast Charger,0.2,6:00-22:00,7.11,36,Tesla,350,Type 2,2023,Yes,4.4,4,Annually,Mumbai,low
EVS04675,AC Level 1,0.29,6:00-22:00,19.14,18,Ionity,350,"CHAdeMO, Tesla",2022,Yes,3.3,3,Annually,Mumbai,low
EVS04908,DC Fast Charger,0.14,9:00-18:00,10.19,24,EVgo,150,"CCS, Tesla",2010,Yes,3.1,8,Annually,Sydney,low
EVS00147,AC Level 1,0.39,6:00-22:00,14.29,42,ChargePoint,350,Tesla,2011,Yes,4.1,9,Quarterly,Bangkok,low
EVS00565,AC Level 1,0.26,6:00-22:00,15.91,22,Ionity,50,CCS,2020,Yes,3.4,7,Annually,São Paulo,low
EVS00686,AC Level 2,0.45,6:00-22:00,18.33,81,EVgo,50,CHAdeMO,2015,No,3.2,9,Annually,Cape Town,high
EVS01009,AC Level 2,0.16,24/7,8.81,93,Ionity,350,"CCS, Type 2",2019,Yes,4.4,8,Annually,Toronto,high
EVS01013,DC Fast Charger,0.18,24/7,9.66,99,EVgo,22,"Type 2, Tesla",2013,Yes,4.5,4,Monthly,Beijing,high
EVS01384,AC Level 1,0.25,6:00-22:00,16.44,39,ChargePoint,50,"CCS, CHAdeMO",2014,No,4.2,4,Monthly,Los Angeles,low
EVS01494,AC Level 2,0.45,24/7,10.3,71,Tesla,50,"CHAdeMO, CCS",2023,No,4.9,8,Annually,Los Angeles,high
EVS01774,DC Fast Charger,0.32,24/7,5.92,70,Tesla,350,Type 2,2015,No,3.9,1,Annually,Moscow,high
EVS01966,DC Fast Charger,0.2,9:00-18:00,15.89,43,EVgo,22,"Type 2, CCS",2010,No,4.6,8,Quarterly,Toronto,low
EVS01972,DC Fast Charger,0.14,24/7,0.92,22,EVgo,22,Type 2,2013,Yes,4.6,8,Monthly,Dubai,low
EVS02456,AC Level 1,0.12,24/7,6.57,91,Ionity,50,"Type 2, CHAdeMO",2020,Yes,4.4,10,Monthly,Cape Town,high
EVS02686,AC Level 1,0.35,9:00-18:00,13.02,89,Tesla,50,"Type 2, CCS",2020,Yes,4.7,6,Quarterly,Los Angeles,high
EVS02753,DC Fast Charger,0.33,9:00-18:00,8.52,98,Greenlots,150,"Tesla, CCS",2023,No,4.8,2,Annually,Moscow,high
EVS02917,AC Level 2,0.2,24/7,12.98,48,Ionity,350,"CHAdeMO, Type 2",2017,No,4.7,3,Quarterly,Mumbai,low
EVS03066,AC Level 2,0.18,24/7,10.81,90,Tesla,50,Tesla,2021,No,4.6,5,Quarterly,São Paulo,high
EVS03193,AC Level 2,0.35,24/7,7.7,54,Tesla,50,CHAdeMO,2018,No,4.2,3,Quarterly,Cape Town,high
EVS03250,AC Level 1,0.19,9:00-18:00,8.05,29,Ionity,150,Type 2,2018,No,3.7,6,Monthly,Sydney,low
EVS03290,AC Level 2,0.1,24/7,5.19,96,EVgo,22,"CHAdeMO, Tesla",2010,No,4.6,2,Annually,Bangkok,high
EVS03748,AC Level 2,0.44,9:00-18:00,9.55,73,EVgo,50,"CHAdeMO, CCS",2020,Yes,3.4,4,Monthly,Bangkok,high
EVS03804,AC Level 2,0.45,24/7,10.76,21,Greenlots,50,"Tesla, CHAdeMO",2019,Yes,4.1,4,Quarterly,Dubai,low
EVS03824,AC Level 1,0.15,9:00-18:00,5.2,32,ChargePoint,22,CCS,2018,Yes,3.0,9,Quarterly,Cape Town,low
EVS03857,DC Fast Charger,0.36,9:00-18:00,7.16,36,EVgo,150,CCS,2020,No,3.8,5,Quarterly,Mumbai,low
EVS04123,DC Fast Charger,0.27,6:00-22:00,6.71,92,Tesla,50,Type 2,2014,Yes,3.4,1,Monthly,Moscow,high
EVS04340,DC Fast Charger,0.44,6:00-22:00,3.19,26,EVgo,350,"CHAdeMO, Tesla",2010,Yes,3.8,9,Monthly,Bangkok,low
EVS04467,AC Level 1,0.21,24/7,10.92,30,Ionity,22,Tesla,2021,Yes,3.1,9,Annually,Beijing,low
EVS04609,AC Level 1,0.2,9:00-18:00,16.38,59,Ionity,150,Type 2,2016,Yes,3.4,3,Monthly,Cape Town,high
EVS04667,DC Fast Charger,0.42,9:00-18:00,10.76,40,ChargePoint,22,"CCS, Type 2",2023,Yes,3.1,6,Quarterly,Mexico City,low
EVS04914,AC Level 2,0.22,24/7,5.9,56,Greenlots,50,"CHAdeMO, Tesla",2014,No,4.2,1,Annually,Mexico City,high
EVS00179,AC Level 2,0.13,24/7,1.96,75,Tesla,150,"CHAdeMO, Type 2",2017,Yes,3.4,3,Annually,Mexico City,high
EVS00423,AC Level 1,0.32,9:00-18:00,7.48,73,Tesla,50,Tesla,2012,No,4.3,8,Annually,Mexico City,high
EVS00697,DC Fast Charger,0.29,6:00-22:00,10.95,98,Ionity,50,Tesla,2010,No,4.8,5,Annually,Berlin,high
EVS00706,DC Fast Charger,0.22,6:00-22:00,7.59,73,Tesla,22,Tesla,2018,No,3.2,8,Annually,Chicago,high
EVS00973,AC Level 1,0.38,24/7,14.72,40,Tesla,22,"CHAdeMO, Type 2",2014,Yes,3.7,8,Monthly,Dubai,low
EVS01044,AC Level 2,0.28,6:00-22:00,19.4,25,Tesla,50,"Tesla, CCS",2015,No,3.9,9,Monthly,Moscow,low
EVS01333,DC Fast Charger,0.46,6:00-22:00,15.24,16,Greenlots,350,CHAdeMO,2017,No,3.8,9,Annually,São Paulo,low
EVS01892,DC Fast Charger,0.19,24/7,18.01,10,Greenlots,150,CCS,2014,No,3.5,9,Annually,Bangkok,low
